"Valid,Time,Latitude,Longitude,Altitude,Speed,Address,Attributes"
"TRUE,2021-05-01 01:10:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 01:35:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 02:00:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 02:25:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 02:50:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 03:15:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 03:40:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 04:05:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 04:30:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 04:55:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 05:20:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 05:45:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 06:10:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 06:35:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 07:00:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 07:25:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 07:50:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 08:15:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 08:40:04,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 09:05:37,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 09:30:37,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 09:55:37,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 10:20:36,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 10:50:36,30.215008,74.950546,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=654534.38  ignition=false  batteryLevel=100"
"TRUE,2021-05-01 11:06:56,30.215033,74.950422,0 m,0.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49285122  charge=true  motion=false  blocked=false  distance=12.290000000037253  alarm=parking  totalDistance=654546.67  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:07:31,30.215216,74.950144,0 m,9.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49319202  charge=true  motion=true  blocked=false  distance=33.53999999992084  alarm=parking  totalDistance=654580.21  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:07:49,30.215021,74.949953,0 m,7.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49336982  charge=true  motion=true  blocked=false  distance=28.400000000023283  alarm=parking  totalDistance=654608.61  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:08:06,30.214624,74.949480,0 m,6.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49355344  charge=true  motion=true  blocked=false  distance=63.46999999997206  totalDistance=654672.08  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:08:16,30.214422,74.949315,0 m,7.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49365991  charge=true  motion=true  blocked=false  distance=27.49  alarm=parking  totalDistance=654699.57  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:08:29,30.214518,74.948996,0 m,11.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49377202  charge=true  motion=true  blocked=false  distance=32.4900000001071  alarm=parking  totalDistance=654732.06  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:08:46,30.214790,74.948485,0 m,9.0 km/h,""Guru Teg Bahadar Nagar, Shaibzada Jujhar Singh Nagar, Bathinda, Punjab 151104, India"",hours=49395003  charge=true  motion=true  blocked=false  distance=57.71999999997206  alarm=parking  totalDistance=654789.78  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:08:57,30.214544,74.948161,0 m,30.0 km/h,""Gali No 3, Ajit Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49405223  charge=true  motion=true  blocked=false  distance=41.48999999999069  alarm=parking  totalDistance=654831.27  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:09:16,30.213101,74.947181,0 m,44.0 km/h,""Bathinda Rd, Batinda, Bathinda, Punjab 151001, India"",hours=49424983  charge=true  motion=true  blocked=false  distance=186.22999999998137  alarm=parking  totalDistance=655017.5  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:09:36,30.211403,74.945844,0 m,34.0 km/h,""Mall Road, sirki bazar, Batinda, Bathinda, Punjab 151001, India"",hours=49453434  charge=true  motion=true  blocked=false  distance=228.72999999998137  totalDistance=655246.23  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:09:42,30.210945,74.945665,0 m,30.0 km/h,""Mall Road, sirki bazar, Batinda, Bathinda, Punjab 151001, India"",hours=49454218  charge=true  motion=true  blocked=false  distance=53.8  alarm=parking  totalDistance=655300.03  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:10:36,30.206697,74.946046,0 m,21.0 km/h,""G T Road, Pujan Vala Mohalla, Bathinda, Bathinda, Punjab 151001, India"",hours=49506510  charge=true  motion=true  blocked=false  distance=474.3399999999674  totalDistance=655774.37  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:10:46,30.206129,74.946177,0 m,17.0 km/h,""G T Road, Mini Secretariat Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49514811  charge=true  motion=true  blocked=false  distance=64.52  alarm=parking  totalDistance=655838.89  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:10:56,30.205463,74.946171,0 m,35.0 km/h,""G T Road, Mini Secretariat Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49524809  charge=true  motion=true  blocked=false  distance=74.15000000002328  alarm=parking  totalDistance=655913.04  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:12:06,30.198999,74.946918,0 m,28.0 km/h,""Badal - Bathinda Rd, Civil Lines, Bathinda, Punjab 151001, India"",hours=49594969  charge=true  motion=true  blocked=false  distance=723.140000000014  totalDistance=656636.18  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:12:16,30.198092,74.947158,0 m,39.0 km/h,""Badal - Bathinda Rd, Civil Lines, Bathinda, Punjab 151001, India"",hours=49604853  charge=true  motion=true  blocked=false  distance=103.6  alarm=parking  totalDistance=656739.78  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:12:26,30.197359,74.947766,0 m,37.0 km/h,""Mansa Road, Hazi Rattan Link Road, Bathinda, Bathinda, Punjab 151001, India"",hours=49614912  charge=true  motion=true  blocked=false  distance=100.44999999995343  alarm=parking  totalDistance=656840.23  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:13:36,30.192491,74.954017,0 m,39.0 km/h,""Mansa Road, Phase 1, Model Town, Bathinda, Bathinda, Punjab 151001, India"",hours=49685932  charge=true  motion=true  blocked=false  distance=809.609999999986  totalDistance=657649.84  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:13:46,30.191780,74.954765,0 m,36.0 km/h,""Mansa Road, Matidas Nagar, Bathinda, Bathinda, Punjab 151001, India"",hours=49695393  charge=true  motion=true  blocked=false  distance=107.01  alarm=parking  totalDistance=657756.85  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:14:06,30.190257,74.955979,0 m,34.0 km/h,""Mansa Road, Matidas Nagar, Bathinda, Bathinda, Punjab 151001, India"",hours=49715116  charge=true  motion=true  blocked=false  distance=205.85999999998603  totalDistance=657962.71  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:14:10,30.190059,74.956223,0 m,24.0 km/h,""SH 17, Harbans Nagar, Nacchatar Nagar, Bathinda, Punjab 151001, India"",hours=49718256  charge=true  motion=true  blocked=false  distance=32.22  alarm=parking  totalDistance=657994.93  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:14:15,30.189967,74.956551,0 m,22.0 km/h,""SH 17, Harbans Nagar, Nacchatar Nagar, Bathinda, Punjab 151001, India"",hours=49723236  charge=true  motion=true  blocked=false  distance=33.199999999953434  alarm=parking  totalDistance=658028.13  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:14:20,30.189732,74.956673,0 m,18.0 km/h,""SH 17, Harbans Nagar, Nacchatar Nagar, Bathinda, Punjab 151001, India"",hours=49728276  charge=true  motion=true  blocked=false  distance=28.739999999990687  alarm=parking  totalDistance=658056.87  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:14:25,30.189579,74.956447,0 m,18.0 km/h,""SH 17, Harbans Nagar, Nacchatar Nagar, Bathinda, Punjab 151001, India"",hours=49733816  charge=true  motion=true  blocked=false  distance=27.660000000032596  alarm=parking  totalDistance=658084.53  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:14:30,30.189545,74.956096,0 m,26.0 km/h,""SH 17, Harbans Nagar, Nacchatar Nagar, Bathinda, Punjab 151001, India"",hours=49738237  charge=true  motion=true  blocked=false  distance=33.93999999994412  alarm=parking  totalDistance=658118.47  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:14:35,30.189308,74.955655,0 m,45.0 km/h,""Harbans Nagar, Housefed Colony, Bathinda, Punjab 151001, India"",hours=49743277  charge=true  motion=true  blocked=false  distance=49.98999999999069  alarm=parking  totalDistance=658168.46  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:14:46,30.188513,74.954343,0 m,51.0 km/h,""Badal - Bathinda Rd, Harbans Nagar, Nacchatar Nagar, Bathinda, Punjab 151001, India"",hours=49756097  charge=true  motion=true  blocked=false  distance=154.10999999998603  alarm=parking  totalDistance=658322.57  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:17:16,30.177809,74.936275,0 m,49.0 km/h,""Bathinda Dabwali Road, Bathinda, Bathinda Tahsil, Bathinda, Punjab, 151001, India"",hours=49955881  charge=true  motion=true  blocked=false  distance=134.27  totalDistance=660430.51  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:17:26,30.177128,74.935136,0 m,45.0 km/h,""Dabwali Road, Industrial Area Focal Point, Bathinda, Bathinda, Punjab 151001, India"",hours=49955882  charge=true  motion=true  blocked=false  distance=2241.25  alarm=parking  totalDistance=660563.82  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:18:36,30.172512,74.927445,0 m,37.0 km/h,""NH-54, Jodhpur Romana, Bathinda, Bathinda, Punjab 151001, India"",hours=49985018  charge=true  motion=true  blocked=false  distance=901.1000000000931  totalDistance=661464.92  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:18:46,30.171749,74.926648,0 m,45.0 km/h,""NH-54, Jodhpur Romana, Bathinda, Bathinda, Punjab 151001, India"",hours=50045428  charge=true  motion=true  blocked=false  distance=647.89  totalDistance=662872.14  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:18:56,30.170808,74.925996,0 m,42.0 km/h,""NH54, Lal Singh Nagar, Bathinda, Punjab 151001, India"",hours=50045428  charge=true  motion=true  blocked=false  distance=526.16  totalDistance=662750.41  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:19:06,30.169782,74.925433,0 m,48.0 km/h,""NH54, Lal Singh Nagar, Bathinda, Punjab 151001, India"",hours=50035187  charge=true  motion=true  blocked=false  distance=265.43  totalDistance=662355.36  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:19:06,30.169782,74.925433,0 m,48.0 km/h,""NH54, Lal Singh Nagar, Bathinda, Punjab 151001, India"",hours=50045428  charge=true  motion=true  blocked=false  distance=399.75  totalDistance=662624.0  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:19:16,30.168712,74.924841,0 m,46.0 km/h,""Sangat Crossing, NH-64, Main Dabawali Road, Housefed Colony, Bathinda, Punjab 151001, India"",hours=50025164  charge=true  motion=true  blocked=false  distance=491.62  alarm=parking  totalDistance=661956.54  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:20:26,30.161149,74.920660,0 m,48.0 km/h,""Dabwali Road, Bathinda Sub-District, Bathinda, Punjab 151001, India"",hours=50098223  charge=true  motion=true  blocked=false  distance=933.1499999999069  totalDistance=662889.69  ignition=true  batteryLevel=100"
"TRUE,2021-05-01 11:20:36,30.160081,74.919821,0 m,55.0 km/h,""NH54, Bathinda, Punjab 151001, India"",hours=50105264  charge=true  motion=true  blocked=false  distance=143.83  alarm=parking  totalDistance=663033.52  ignition=true  batteryLevel=100"
