plazaCode,PlazaName,Latitude,Longitude,Issue,
352040,Davuluru,16.412655,80.788083,,
320070,Bara Toll Plaza,26.3853178,80.0168503,,
320076,Asroga Toll Plaza,26.304752,81.94085,,
43001,Vaiguntham Toll Plaza,11.5133689,77.9216756,,
380016,Parsoni Khem,26.451667,85.0206295,,
356021,Hattargi,16.1432953,74.5147516,,
115001,Kulumapalya toll plaza,13.1147782,77.3725573,,
115002,Chokkenahalli toll plaza,13.3020509,77.15976,,
116001,Navayuga Bangalooru Tollway Pvt Ltd,13.090678,77.399788,found 3 related result not accurate on google map,
118001,Nelamangala Toll Plaza,13.11394,77.37523,,
118002,Bellur Cross Toll Plaza,12.9627709,76.7682301,,
119001,Hoskote Toll Plaza,13.0594355,77.7685436,,
119002,Mulbagal Toll Plaza,13.1484684,78.2883576,,
127001,Malthone,24.3221236,78.524053,,
127002,Chitora,23.7254314,78.8069003,,
127003,Titarpani,23.2133622,79.0394959,,
127004,Bakori,22.8436709,79.3562033,,
154002,Ghagghar Toll Plaza,30.4038819,76.7346649,,
154003,Ladowal Toll Plaza,30.988996,75.7882652,,
360036,VAGAIKULAM TOLL PLAZA,8.755536,78.0631412,,
241700,Chhuhipali Toll Plaza,21.29988,82.94241,,
241701,Dhank Toll Plaza,21.2270149,82.4202299,,
352033,Chinthalapalem toll plaza,13.7881724,79.5894634,Not found on Google map,
352036,Rapur toll plaza,14.21046,79.5604,,permanently closed
352031,Badava,16.8504796,80.6313957,,
392013,Ghanghri Toll Plaza,24.0301457,85.9464287,,
345049,Allonia,22.2696906,79.54292,,
330092,Gumanpura,26.026577,75.981772,,
352037,Basapuram,14.708341,78.8701884,,
330089,Khanori,26.5812422,72.3237715,,
352038,Durgamvaripalli Toll Plaza,13.7142018,78.873175,Not found on Google map,
360041,D C Palli,14.6854259,79.5133845,,
330094,Morani,26.8914806,71.9502041,,
360047,Tirupachethi,9.7806671,78.3330529,,
360044,Buchireddypalem,14.543497,79.862213,found 5 related result not accurate on google map,
320066,Gulalpurva,27.827069,81.526628,,
360046,Bogalur,9.398512,78.71421,,
330093,Khachrol,25.2266127,75.0469219,,
356023,Brahamarakotlu,12.8752246,75.0016839,,
350027,Manoharabad,17.8011493,78.4696428,,
375014,PANIKOILI TOLL PLAZA,20.90991,86.21243,,
350026,Konetipuram,16.6120262,78.6736318,,
392012,Sosokhurd,23.5487365,85.7545792,,
318005,Mada Fee Plaza,33.023203,75.2385544,,
239400,Rohad Toll Plaza,28.7545229,76.7929981,,
320069,Dakhina Shekpur Toll Plaza,26.5245668,81.0640057,,
336015,Gadoi,21.4248744,70.2930301,,
320071,Chamari Toll Plaza,26.0366199,79.5757582,,
318008,Thandikhui Toll Plaza,32.61222,74.93759,,
314014,Chak Bamniya Toll Plaza,31.0241526,75.3044463,not found on https://tis.nhai.gov.in/tollplazasataglance?language=en,
352047,Halaharvi,15.819202,77.454281,,
320087,Harro Toll Plaza near Ganne,25.1155348,81.7519893,,
349012,Bhojpuri,21.93244,82.01181,,
330110,Mandana Toll Plaza,24.97482,75.93615,,
345006,Methwada,22.673222,75.545861,,
345007,Dattigaon,22.741835,74.83638,,
345058,Odaki Paipkhar,24.40515,81.07887,,
345069,Kherwasani,24.143802,80.617222,,
380024,Sonho Fee Plaza,25.9240948,84.9656429,,
380025,Pokhraira Fee Plaza,26.0558561,85.1829012,found 3 related result not accurate on google map,
380026,Chapraitha Fee Plaza,26.046251,84.4887988,Not found on Google map,
312031,Khatkar Toll plaza,29.3945013,76.2503072,,
320037,Amreha,25.2910341,81.7871103,,
320082,Mungari,25.2986082,81.9454517,,
330113,Hanumangarh,29.614506,74.282956,Not found on Google map,
320083,Sahahbpur,27.31079,81.54535,,
345059,Pathoroundi,23.2492475,82.0589565,Not found on Google map,
352046,Millampali,16.037647,79.307084,may be it is Bolapalli,
380027,Chapwa,26.731065,84.748063,No Chapwa in Bihar,
320084,Nainsar,27.213537,83.252765,shows toll in Gorakhpur,
345057,Shadol/Dhuwar,23.41075,81.39477,,
340028,Badewadi,19.1731701,75.3402423,,
320089,Bharatkhund,26.6409,82.13454,,
345066,Majhgawan,24.9128255,80.8088208,,
378008,Raha,26.28179,92.58459,,
367004,Poonarimangalam,10.010419,76.2557816,,
380028,Brindawan Fee Plaza,25.7478818,84.9518215,Not Found on https://tis.nhai.gov.in/tollplazasataglance?language=en#,
320090,Aksada,26.70249,82.67454,,
356025,K N Huindy,12.213206,76.663083,,
320085,Mohammad Ibrahimpur,28.5711585,78.7965853,,
320091,Belon,28.1861978,78.3612403,,
375007,Brajarajnagar (Nuadeeh),21.861501,83.934953,,
356026,Kannolli,16.85245,76.148478,,
356027,Harwal,17.016242,76.669747,,
370006,KM 267.250 of NH 60,24.2328377,87.9154354,found 2 related result not accurate on google map,
370007,KM 801.120 of NH 31,25.1995413,88.1824933,found 2 related result not accurate on google map,
370008,KM 114.430 of NH 117,26.6378562,88.2773439,found 2 related result not accurate on google map,
370009,KM 9.640 of NH 2,22.7823368,88.2695906,found 2 related result not accurate on google map,
370010,KM 74.49 of AH 48,26.523554,88.722579,found 2 related result not accurate on google map,
370011,KM 117.050 of NH 31 C,26.6915733,88.6586829,found 2 related result not accurate on google map,
370012,KM 14.550 of NH 60 A,23.2844216,86.9390932,Google Maps can't find KM 14.550 of NH 60 A toll plaza,
345061,Sehatganj,23.257742,77.635572,,
349010,Kumhari,21.25283,81.5369,,
352048,Gollaprolu,17.1387575,82.2695708,,
345063,Pantutala,22.401543,80.811825,,
320092,Hadwa,26.137818,82.802275,found 3 related result not accurate on google map,
392015,Navasari,23.797494,86.430301,not found on https://tis.nhai.gov.in/tollplazasataglance?language=en,
392016,Kothiya,24.54262,86.958129,,CLOSED
356028,Kannegala,11.780145,76.61377,,
356024,Yeddore,12.24372,76.88333,,
345064,Mohtara Toll Plaza,23.4336215,80.08532,,
317002,Dohlunala,32.07203,77.13066,,
312029,Saini Majra Toll Plaza,30.1968919,76.7032629,,
312030,Thana Village Toll Plaza,29.91012,76.5044883,,
330053,Nimbali,26.0188381,73.0861354,,
330054,Gajangarh,25.819558,73.1897304,,
540006,Shilphata NH48 Toll Plaza,19.1686732,73.0771514,,
540007,Shedung NH48 Toll Plaza,18.95309,73.17946,,
540008,Kusgaon NH48 Toll Plaza,18.760253,73.439713,found 5 related result not accurate on google map,
349011,Mudhipar Toll Plaza,22.014043,82.0891467,,
320093,Amdi Fee Plaza,26.370507,82.882501,,
340008,Kardha Toll Plaza,21.139667,79.67524,,
345034,Joginhai,24.59342,81.46608,,
345035,Masuriha,24.7604582,82.0626213,,
540009,Dehuroad NH48 Toll Plaza,18.7002567,73.68996,,
540001,Rajiv Gandhi Sea Link,19.0434665,72.8224687,Not found on Google map,
560001,Perungudi,12.9564257,80.2412126,,
560002,Central Server Plaza,12.9564,80.2412,found 2 related result not accurate on google map,
560003,Thoraipakkam,,,found 3 related result not accurate on google map,
560004,Medavakkam,12.9179,80.2118,found 2 related result not accurate on google map,
560005,ECRlink Road,12.9013572,80.2182991,,
560006,Egatur,12.8902,80.1983,found 2 related result not accurate on google map,
340030,Ashiv Fee Plaza,18.127878,76.358362,,
350034,Dilawarpur fee plaza,19.09916,78.213507,,
345041,Jhiriya Toll Plaza,32.8390172,74.938158,Not found on Google map,
345033,Heeran Khedi,26.1031317,74.6827686,Not found on Google map,
340015,Moshi Toll Plaza,18.687024,73.846732,,
340016,Rajgurunagar Toll Plaza,18.8378878,73.877868,,
360024,Neelambur,11.0609163,77.08673,,
360025,Trichy Salem,11.0951682,77.1491856,Not found on Google map,
360026,Trichy Cochin,10.6408571,78.5783835,Not found on Google map,
360027,Madukkarai,10.90114,76.9438,,
360020,Pollachi Cochin Toll Plaza,,,found 5 related result not accurate on google map,
360021,Pollachi Salem Toll Plaza,,,found 5 related result not accurate on google map,
330055,Ochari,24.8258469,74.6266093,,
320072,Pidhi Toll Plaza,26.34869,82.247194,,
320094,Aindhi Toll Plaza,26.2458002,81.5916535,,
330114,Badi Gati Toll Plaza,26.5473663,74.5044723,,
330115,Kuchera Toll Plaza,26.980275,73.9548557,,
340031,Haladgao Toll Plaza,20.8581883,78.8742966,,
320028,Andiyari,25.6149567,81.6371623,,
392017,KOKPARA TOLL PLAZA,22.4460615,86.5961591,,
330056,Nimbahera,24.61299,74.64781,,
330058,Sidhpura,24.0748014,74.7574527,,
330057,Narsingharh,24.5557,74.66617,,
330116,Bagaliya Toll Plaza,25.8844729,74.1585757,,
330117,Baggad Toll Plaza,25.5906268,73.900771,,
340009,Phulwadi Toll Plaza,,,found 5 related result not accurate on google map,
340010,Talmod Toll Plaza,17.8263387,76.7387328,,
312032,Jaloli,30.2115381,77.1921418,Not found on Google map,
378007,Dahalapara,26.4763604,90.7098959,,
352049,Chinaganjam Fee Plaza,,,found 4 related result not accurate on google map,
320013,ALEP Main Plaza 21,,,Google Maps can't find ALEP Main Plaza 21 toll plaza,
320014,ALEP Ramp Plaza 27,,,Google Maps can't find ALEP Ramp Plaza 27 toll plaza,
320015,ALEP Ramp Plaza 54,,,found 2 related result not accurate on google map,
320086,Sabli Toll Plaza,28.1526444,80.0974724,,
378009,Patgaon Toll Plaza,26.5645325,90.2406072,,
345068,Bahoripar Fee Plaza,23.0469673,79.9052857,,
356006,Belekeri,14.7107674,74.2916,,
356007,Holegadde,14.3548985,74.418784,,
356008,Shiroor,13.9335813,74.5943436,,
330105,Titoli,26.771146,76.3369443,,
375022,Brajrajnagar Toll Plaza,21.8614126,83.9326387,,
330106,Rabawata,26.5006274,75.9962856,,
356103,Thimalapura,15.057341,76.356786,,
356104,Kananakatte,14.5377727,76.4246096,,
378004,Mikirati Hawgaon Toll Plaza,26.131124,92.839101,,
370013,Sali Bamandanga,23.6314,88.35757,,
356009,Gabbur,15.3186378,75.13771,,
356010,Karwar,15.446965,75.012467,,
356011,Tarihal,15.3605075,75.0482515,,
356012,Kalghatgi,15.398567,75.004013,,
356013,Goa,,,found 5 related result not accurate on google map,
320017,ALEP Ramp Plaza 92,,,Google Maps can't find ALEP Ramp Plaza 92 toll plaza,
320018,ALEP Ramp Plaza 108,,,Google Maps can't find ALEP Ramp Plaza 108 toll plaza,
320019,ALEP Ramp Plaza 116,,,Google Maps can't find ALEP Ramp Plaza 116 toll plaza,
320020,ALEP Ramp Plaza 154,,,Google Maps can't find ALEP Ramp Plaza 154 toll plaza,
320021,ALEP Ramp Plaza 171,,,Google Maps can't find ALEP Ramp Plaza 171 toll plaza,
378005,Nazirakhat Toll Plaza,26.121542,91.938116,,
314025,BHAGOMAJRA TOLL PLAZA,30.760887,76.608036,,
320022,ALEP Ramp Plaza 193,,,Google Maps can't find ALEP Ramp Plaza 193 toll plaza,
320023,ALEP Ramp Plaza220,,,Google Maps can't find ALEP Ramp Plaza220 toll plaza,
320024,ALEP Ramp Plaza 238,,,Google Maps can't find ALEP Ramp Plaza 238 toll plaza,
320025,ALEP Main Plaza 290,,,Google Maps can't find ALEP Main Plaza 290 toll plaza,
520001,ALEP Ramp Plaza 269,,,Google Maps can't find ALEP Ramp Plaza 269 toll plaza,
520002,ALEP Ramp Plaza 284,,,Google Maps can't find ALEP Ramp Plaza 284 toll plaza,
520003,ALEP Ramp Plaza 204,,,Google Maps can't find ALEP Ramp Plaza 204 toll plaza,
520004,ALEP Ramp Plaza 101,,,Google Maps can't find ALEP Ramp Plaza 101 toll plaza,
378006,Madanpur Toll Plaza,26.309565,91.716219,,
314027,Behram,31.246388,75.906209,,
314028,Bachhwan,31.0142279,76.3872729,,
312025,Kitlana,28.6929667,76.1564427,,
314026,GHULAL TOLL PLAZA,30.8479522,76.1269001,,
330032,Pallai,25.8840948,75.9563412,,
370015,Balibhasa Toll Plaza,22.3447958,87.12371,,
370017,Rangalibazna Fee Plaza,26.6846889,89.228244,,
318007,Lakhanpur,32.3824438,75.5965458,,
312026,Chhara,28.754581,76.795278,,
560011,Vandiyur,9.9224286,78.167628,,
560012,Chinthamani,9.8813923,78.1364722,,
560013,Valayangulam,9.8248337,78.0874907,,
350030,Gowraram Fee plaza,17.8011493,78.4696428,Not found on Google map,
352020,Mahasamudram,13.195236,79.016036,,
560007,Uthandi,12.8616184,80.2397435,,
560008,Central Server plaza,,,found 2 related result not accurate on google map,
560009,Anumandhai,12.1239228,79.9107642,,
560010,Mahabalipuram Plaza,,,found 3 related result not accurate on google map,
320077,Kurana Toll Plaza,28.6280156,77.7827059,,
330030,Kadisahena,25.6345467,75.000548,,
370024,Namkhana Fee Plaza,21.7510083,88.2343759,,
320078,Sherpur Chamraha,26.821875,83.293991,,
540015,Arambha,20.5596505,78.9771295,,
536006,Bamanbore,,,There are 2 on MAP,
536007,Bagodara,22.6307134,72.1771402,,
545008,Bilantri,24.02143,75.29054,,
545018,Ghoradongri,22.12563,78.0251,,
349007,Chotiya,22.7666008,82.4781124,,
545011,Hatta,,,found 2 related result not accurate on google map,
536008,AMTL-TP-01 Vasna-Iyava,23.00841,72.34618,,
536009,AMTL-TP02-Malvan,23.07154,71.78494,,
536010,AMTL-TP03-Soldi,23.001706,71.372871,,
536011,AMTL-TP04-Aniyari,23.037224,70.928359,,
380022,Bhagalpur Toll plaza,25.376083,87.052124,,
545012,Devkhedi,,,found 5 related result not accurate on google map,
545013,Singhpur,24.9231375,74.4331875,,
350031,Komalla Fee Plaza,17.782006,79.292383,,
340024,Bhamb Raja,20.22921,78.01349,,
545007,Kherkheda,24.0165891,75.3914783,,
545010,Sanawad,22.166595,76.114079,,
326006,Bhagwanpur,29.926836,77.847603,,
320079,Sayyad Mazra,30.2115381,77.1921418,Not found on Google map,
314029,Chaukiman Toll plaza,30.8246389,75.58752,,
392011,Murma Toll Plaza,23.4467422,85.1180503,,
350032,Komatipalli Fee,18.021839,79.500056,,
545016,Tikitoria,23.6092567,79.0824941,,
545017,Gadaghat,23.3018444,79.671197,,
556011,Sherewada,,,Google Maps can't find Sherewada toll plaza,
556012,Chattar,33.6087863,73.101662,Not found on Google map,
556013,Tippanal,,,found 2 related result not accurate on google map,
380023,Bishunpurwa,19.0266603,78.3605016,Not found on Google map,
370025,Mejia,,,found 3 related result not accurate on google map,
370026,Kalapathar,23.2179394,86.9341731,Not found on Google map,
545014,Silwani,,,found 2 related result not accurate on google map,
545015,Talchiri,23.7509564,78.7541232,,
375020,Khamara Fee Plaza,21.39595,85.20242,,
556014,Papanashi,,,found 3 related result not accurate on google map,
536012,Vanpari-Paddhari,22.446428,70.583671,,
536013,Soyal,22.5505845,70.3470482,,
536014,Jamnagar Bypass- Vadinar,22.5503337,70.347839,Not found on Google map,
370019,Sulkapara Fee Plaza,26.869261,88.897483,,
349008,Pachira,23.195314,82.925229,,
312028,Peont,29.63716,76.813439,,
352043,Yerradoddi,14.16905,78.135078,,
320080,Sarsawa Toll Plaza,30.0407781,77.3856816,,
352044,Jellipalli,14.821145,77.385972,,
336021,Nageshri Toll Plaza,20.91643,71.322304,,
556015,Hiremannapur,,,found 4 related result not accurate on google map,
370016,Ghogarkuthi Fee Plaza,26.3049447,89.6166204,,
370018,Satbhaiya Fee Plaza,26.6873721,88.2286691,Not found on Google map,
330108,Hingonia,26.8509842,75.9226067,,
330109,Sitarampura,26.7472697,75.7663402,,
330031,Lal ka Khera,25.4881285,75.3112392,,
352045,Bandapalli,14.134963,78.754483,,
545019,Eklehra,22.1924091,78.6867894,,
320095,Ramnagar Gansiyari,,,Google Maps can't find Ramnagar Gansiyari toll plaza,
540016,Mhasane Phata,18.9315548,74.4859344,,
545020,Bela,28.9432393,70.7147382,,
545021,Mawai,24.7914351,78.9217925,,
336020,Kobadi,21.621332,72.141975,,
378010,Manderdisa,25.7196659,93.12574,,
320096,Dularpur,27.5798449,81.6306604,,
345070,Johariya Sheikh,23.7971364,78.5432342,,
340032,Selu Amba,18.676041,76.3897214,,
340033,Fekari,21.0400475,75.8270379,,
336022,Gorsar,21.3178476,69.908048,,
320097,Umapur,25.2719073,81.7407499,,
320098,Chhapar,29.5851902,77.7758217,Two Entries,
320081,Koyla,28.8303705,79.094292,,
352050,Chittimitti Chinthala,,,found 3 related result not accurate on google map,
367005,Kollam Bypass,8.9216133,76.5736473,,
540023,Nanduri,8.8471924,77.4692741,Not found on Google map,
540024,Visapur,19.890044,79.33983,,
312035,Sirohi Bahali plaza,27.9298032,76.1245721,,
326007,Bahadrabad Toll Plaza,29.922994,78.032127,,
345071,Sonkacch,,,found 5 related result not accurate on google map,
345072,Kachnaria,,,found 3 related result not accurate on google map,
350035,Singarajupally,17.5877099,79.2765863,,
350036,Yerkaram,17.246793,79.580656,,
340034,Kharbi toll plaza,,,found 2 related result not accurate on google map,
345073,Khawasa,21.702594,79.433191,,
326008,Lachiwala Toll Plaza,30.209774,78.125398,,
330118,Raisinghnagar toll plaza,29.5366936,73.4423503,Not found on Google map,
330119,Patroda Toll Plaza,29.8106257,73.8733188,Not found on Google map,
392018,Nagwan Toll Plaza,24.0445289,85.3839585,,
352051,Medapi Fee plaza,15.8865698,80.0686269,Not found on Google map,
352052,Pandillapalli fee plaza,15.465945,79.07297,,
320099,Jiwana,29.1649737,77.2739877,,
380029,Khaikhat Toll Plaza,26.3189219,87.900464,,
545022,MHOW,22.6073806,75.7919979,Not found on Google map,
545023,Manankheda,23.7966127,75.0997398,,
545024,Piplyamandi,24.1696124,75.0105484,,
545025,Nayagaon,24.5720713,74.7593603,,
540025,Khadka plaza,19.55656,74.98271,,
356029,Hirehalli toll plaza,14.516263,76.681145,,
540022,MMKIPL Toll Plaza,,,Google Maps can't find MMKIPL Toll Plaza,
340035,Hatnoor Fee plaza,,,found 3 related result not accurate on google map,
556016,Hemagudda,15.3578981,76.3106288,Not found on Google map,
545028,Gangiwara Toll plaza,22.122005,78.8255113,,
545029,Susari Toll plaza,,,Google Maps can't find Susari Toll plaza,
545030,Nanpur Toll plaza,22.2700442,74.5106883,,
545031,Kuabadla Toll plaza,22.36351,78.62102,,
545027,Chikliya Toll Plaza,23.23117,75.12643,,
550020,Duddeda Toll plaza,18.0001979,78.8853731,,
550021,Renikunta Toll plaza,18.2943054,79.1150111,,
550022,Basanthnagar Toll plaza,18.7041424,79.4146585,,
545032,Billaua Toll Plaza,26.1975481,78.2385403,Not found on Google map,
556017,Marali,15.4690799,76.5742088,,
330120,Narsana,25.48647,72.56968,,
