Report type:,Route,,,,,,
,,,,,,,
Device:,HR02AM4455,,Distance:,654.5 km,,,
Group:,,,,,,,
Period:,2021-04-01 00:00:00 - 2021-04-30 23:59:59,,,,,,
,,,,,,,
Valid,Time,Latitude,Longitude,Altitude,Speed,Address,Attributes
TRUE,2021-04-22 12:26:35,28.617135,77.287938,0 m,49.0 km/h,"Gurjar Samrat Mihir Bhoj Marg, Pocket D, Mayur Vihar Phase II, Mayur Vihar Phase 1, New Delhi, Delhi 110091, India",hours=18601100  charge=true  motion=true  blocked=false  distance=322.02999999999884  totalDistance=127644.79  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:26:45,28.616426,77.286703,0 m,58.0 km/h,"Street Number 3, Block E, Mayur Vihar Phase 1, New Delhi, Delhi 110091, India",hours=18601253  charge=true  motion=true  blocked=false  distance=144.2  alarm=parking  totalDistance=127788.99  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:27:05,28.614375,77.284094,0 m,58.0 km/h,"Gurjar Samrat Mihir Bhoj Marg, Samaspur Village, Mayur Vihar Phase 1, New Delhi, Delhi 110092, India",hours=18623611  charge=true  motion=true  blocked=false  distance=342.72000000000116  totalDistance=128131.71  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:27:15,28.613179,77.283119,0 m,59.0 km/h,"Samaspur Rd, Samaspur Village, Pandav Nagar, New Delhi, Delhi 110091, India",hours=18626251  charge=true  motion=true  blocked=false  distance=163.76  alarm=parking  totalDistance=128295.47  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:27:45,28.609252,77.279337,0 m,73.0 km/h,"pwd office, NH 24, Delhi 110049, India",hours=18661995  charge=true  motion=true  blocked=false  distance=572.5599999999977  totalDistance=128868.03  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:27:55,28.607934,77.277842,0 m,73.0 km/h,"Gurjar Samrat Mihir Bhoj Marg, Patparganj, New Delhi, Delhi 110091, India",hours=18667424  charge=true  motion=true  blocked=false  distance=207.08  alarm=parking  totalDistance=129075.11  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:28:05,28.606888,77.276080,0 m,73.0 km/h,"Gurjar Samrat Mihir Bhoj Marg, Patparganj, New Delhi, Delhi 110091, India",hours=18676292  charge=true  motion=true  blocked=false  distance=207.81999999999243  totalDistance=129282.93  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:28:15,28.606024,77.274179,0 m,72.0 km/h,"Gurjar Samrat Mihir Bhoj Marg, Patparganj, New Delhi, Delhi 110092, India",hours=18686269  charge=true  motion=true  blocked=false  distance=209.16  alarm=parking  totalDistance=129492.09  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:29:45,28.599679,77.261046,0 m,36.0 km/h,"Gurjar Samrat Mihir Bhoj Marg, Sant Nagar, Pandav Nagar, New Delhi, Delhi 110091, India",hours=18896625  charge=true  motion=true  blocked=false  distance=1483.1  totalDistance=133743.24  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:29:55,28.599202,77.259842,0 m,60.0 km/h,"Gurjar Samrat Mihir Bhoj Marg, Sant Nagar, Sundar Nagar, New Delhi, Delhi 110013, India",hours=18896625  charge=true  motion=true  blocked=false  distance=1458.41  totalDistance=133718.55  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:30:05,28.598643,77.258313,0 m,59.0 km/h,"Gurjar Samrat Mihir Bhoj Marg, Sant Nagar, Sundar Nagar, New Delhi, Delhi 110013, India",hours=18896625  charge=true  motion=true  blocked=false  distance=1438.39  totalDistance=133698.53  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:30:15,28.598267,77.256719,0 m,57.0 km/h,"Gurjar Samrat Mihir Bhoj Marg, Block A, Sant Nagar, Sundar Nagar, New Delhi, Delhi 110013, India",hours=18896625  charge=true  motion=true  blocked=false  distance=1415.26  totalDistance=133675.4  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:30:24,28.598506,77.255505,0 m,40.0 km/h,"AH2, Sant Nagar, Sundar Nagar, New Delhi, Delhi 110013, India",hours=18896625  charge=true  motion=true  blocked=false  distance=1353.39  totalDistance=133613.53  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:30:25,28.598582,77.255423,0 m,40.0 km/h,"AH2, Sant Nagar, Sundar Nagar, New Delhi, Delhi 110013, India",hours=18896625  charge=true  motion=true  blocked=false  distance=1343.02  totalDistance=133603.16  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:30:29,28.599004,77.255258,0 m,46.0 km/h,"Srinagar - Kanyakumari Hwy, Sant Nagar, Sundar Nagar, New Delhi, Delhi 110003, India",hours=18896625  charge=true  motion=true  blocked=false  distance=1293.41  totalDistance=133553.55  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:30:35,28.599873,77.255018,0 m,64.0 km/h,"Srinagar - Kanyakumari Hwy, Sant Nagar, Sundar Nagar, New Delhi, Delhi 110003, India",hours=18896625  charge=true  motion=true  blocked=false  distance=1193.94  totalDistance=133454.08  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:30:46,28.601404,77.254582,0 m,53.0 km/h,"Srinagar - Kanyakumari Hwy, Sant Nagar, Sundar Nagar, New Delhi, Delhi 110003, India",hours=18896625  charge=true  motion=true  blocked=false  distance=1018.32  totalDistance=133278.46  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:30:56,28.602770,77.254179,0 m,57.0 km/h,"Srinagar - Kanyakumari Hwy, Sant Nagar, Sundar Nagar, New Delhi, Delhi 110003, India",hours=18896625  charge=true  motion=true  blocked=false  distance=861.34  totalDistance=133121.48  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:31:06,28.604048,77.253757,0 m,51.0 km/h,"Srinagar - Kanyakumari Hwy, Sant Nagar, Sundar Nagar, New Delhi, Delhi 110003, India",hours=18896625  charge=true  motion=true  blocked=false  distance=713.24  totalDistance=132973.38  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:31:16,28.605532,77.253274,0 m,67.0 km/h,"Srinagar - Kanyakumari Hwy, Sant Nagar, Sundar Nagar, New Delhi, Delhi 110003, India",hours=18896625  charge=true  motion=true  blocked=false  distance=541.38  totalDistance=132801.52  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:31:26,28.607168,77.252740,0 m,66.0 km/h,"Srinagar - Kanyakumari Hwy, Sant Nagar, Sundar Nagar, New Delhi, Delhi 110003, India",hours=18896625  charge=true  motion=true  blocked=false  distance=351.97  totalDistance=132612.11  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:31:36,28.608776,77.252218,0 m,60.0 km/h,"Srinagar - Kanyakumari Hwy, Sant Nagar, Sundar Nagar, New Delhi, Delhi 110003, India",hours=18887626  charge=true  motion=true  blocked=false  distance=2602.170000000013  alarm=parking  totalDistance=132094.26  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:31:46,28.610207,77.251746,0 m,57.0 km/h,"Srinagar - Kanyakumari Hwy, Sant Nagar, Sundar Nagar, New Delhi, Delhi 110003, India",hours=18896625  charge=true  motion=true  blocked=false  distance=165.88000000000466  totalDistance=132260.14  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:32:06,28.612103,77.250986,0 m,30.0 km/h,"Srinagar - Kanyakumari Hwy, Sant Nagar, Pragati Maidan, New Delhi, Delhi 110002, India",hours=18928487  charge=true  motion=true  blocked=false  distance=223.82  alarm=parking  totalDistance=132483.96  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:32:16,28.612659,77.250508,0 m,27.0 km/h,"Bhairon Marg, Pragati Maidan, New Delhi, Delhi 110002, India",hours=18928507  charge=true  motion=true  blocked=false  distance=77.51000000000931  alarm=parking  totalDistance=132561.47  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:32:23,28.612526,77.249928,0 m,31.0 km/h,"Bhairon Marg, Pragati Maidan, New Delhi, Delhi 110002, India",hours=18933541  charge=true  motion=true  blocked=false  distance=58.58999999999651  alarm=parking  totalDistance=132620.06  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:32:28,28.612406,77.249611,0 m,13.0 km/h,"Bhairon Marg, Pragati Maidan, New Delhi, Delhi 110002, India",hours=18938715  charge=true  motion=true  blocked=false  distance=33.8300000000163  alarm=parking  totalDistance=132653.89  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:32:34,28.612362,77.249358,0 m,15.0 km/h,"Bhairon Marg, Pragati Maidan, New Delhi, Delhi 110002, India",hours=18945187  charge=true  motion=true  blocked=false  distance=25.179999999993015  alarm=parking  totalDistance=132679.07  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:32:46,28.612185,77.248626,0 m,20.0 km/h,"Pragati Madin Bridge, Pragati Maidan, New Delhi, Delhi 110002, India",hours=18956727  charge=true  motion=true  blocked=false  distance=74.16000000000349  alarm=parking  totalDistance=132753.23  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:32:52,28.612079,77.248025,0 m,38.0 km/h,"Bhairon Marg, Pragati Maidan, New Delhi, Delhi 110002, India",hours=18964751  charge=true  motion=true  blocked=false  distance=59.9199999999837  alarm=parking  totalDistance=132813.15  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:33:02,28.611935,77.246898,0 m,39.0 km/h,"Bhairon Marg, Pragati Maidan, New Delhi, Delhi 110002, India",hours=18972923  charge=true  motion=true  blocked=false  distance=111.26000000000931  totalDistance=132924.41  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:33:07,28.611660,77.246384,0 m,41.0 km/h,"Bhairon Marg, Pragati Maidan, New Delhi, Delhi 110002, India",hours=18977563  charge=true  motion=true  blocked=false  distance=58.82  alarm=parking  totalDistance=132983.23  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:33:13,28.611425,77.245644,0 m,49.0 km/h,"Bhairon Marg, Pragati Maidan, New Delhi, Delhi 110002, India",hours=18983406  charge=true  motion=true  blocked=false  distance=76.94999999998254  alarm=parking  totalDistance=133060.18  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:33:18,28.611388,77.244943,0 m,49.0 km/h,"Bhairon Marg, Pragati Maidan, New Delhi, Delhi 110002, India",hours=18988566  charge=true  motion=true  blocked=false  distance=68.58999999999651  alarm=parking  totalDistance=133128.77  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:33:23,28.611598,77.244271,0 m,51.0 km/h,"Bhairon Marg, Pragati Maidan, New Delhi, Delhi 110002, India",hours=18993469  charge=true  motion=true  blocked=false  distance=69.77999999999884  alarm=parking  totalDistance=133198.55  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:33:36,28.612520,77.242842,0 m,41.0 km/h,"Bhairon Marg, Pragati Maidan, New Delhi, Delhi 110002, India",hours=19007616  charge=true  motion=true  blocked=false  distance=173.27000000001863  totalDistance=133371.82  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:33:46,28.612724,77.241439,0 m,54.0 km/h,"Bhairon Marg, Pragati Maidan, New Delhi, Delhi 110002, India",hours=19018079  charge=true  motion=true  blocked=false  distance=139.01  alarm=parking  totalDistance=133510.83  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:33:56,28.612748,77.240401,0 m,7.0 km/h,"Bhairon Marg, Pragati Maidan, New Delhi, Delhi 110002, India",hours=19027407  charge=true  motion=true  blocked=false  distance=101.45000000001164  totalDistance=133612.28  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:34:38,28.612882,77.240102,0 m,14.0 km/h,"Mathura Rd, Pragati Maidan, New Delhi, Delhi 110002, India",hours=19069491  charge=true  motion=true  blocked=false  distance=32.79  alarm=parking  totalDistance=133645.07  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:34:43,28.613265,77.240118,0 m,20.0 km/h,"Mathura Rd, Pragati Maidan, New Delhi, Delhi 110002, India",hours=19073427  charge=true  motion=true  blocked=false  distance=42.639999999984866  alarm=parking  totalDistance=133687.71  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:35:06,28.616074,77.240220,0 m,42.0 km/h,"Mathura Rd, National Stadium, India Gate, New Delhi, Delhi 110002, India",hours=19096647  charge=true  motion=true  blocked=false  distance=312.86000000001513  totalDistance=134000.57  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:35:12,28.616575,77.240472,0 m,31.0 km/h,"Mathura Rd, National Stadium, India Gate, New Delhi, Delhi 110002, India",hours=19102386  charge=true  motion=true  blocked=false  distance=60.99  alarm=parking  totalDistance=134061.56  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:35:17,28.616989,77.240509,0 m,31.0 km/h,"Mathura Rd, National Stadium, India Gate, New Delhi, Delhi 110002, India",hours=19108182  charge=true  motion=true  blocked=false  distance=46.20999999999185  alarm=parking  totalDistance=134107.77  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:35:22,28.617259,77.240207,0 m,25.0 km/h,"Mathura Rd, Government Officers Colony, India Gate, New Delhi, Delhi 110002, India",hours=19112997  charge=true  motion=true  blocked=false  distance=42.14000000001397  alarm=parking  totalDistance=134149.91  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:35:28,28.617741,77.240193,0 m,30.0 km/h,"Mathura Rd, Government Officers Colony, India Gate, New Delhi, Delhi 110002, India",hours=19118524  charge=true  motion=true  blocked=false  distance=53.63000000000466  alarm=parking  totalDistance=134203.54  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:35:46,28.619300,77.240439,0 m,35.0 km/h,"Mathura Rd, Government Officers Colony, India Gate, New Delhi, Delhi 110001, India",hours=19136674  charge=true  motion=true  blocked=false  distance=175.25  alarm=parking  totalDistance=134378.79  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:35:56,28.620160,77.240405,0 m,42.0 km/h,"Mathura Rd, Government Officers Colony, India Gate, New Delhi, Delhi 110001, India",hours=19146643  charge=true  motion=true  blocked=false  distance=95.78999999997905  alarm=parking  totalDistance=134474.58  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:36:16,28.622337,77.240425,0 m,35.0 km/h,"Mathura Rd, Government Officers Colony, India Gate, New Delhi, Delhi 110001, India",hours=19166848  charge=true  motion=true  blocked=false  distance=242.73000000001048  totalDistance=134717.31  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:36:26,28.623555,77.240667,0 m,46.0 km/h,"107, Mathura Rd, Government Officers Colony, India Gate, New Delhi, Delhi 110001, India",hours=19176684  charge=true  motion=true  blocked=false  distance=137.6  alarm=parking  totalDistance=134854.91  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:36:36,28.624620,77.240707,0 m,38.0 km/h,"Sikandra Rd, Bhagwan Das Lane, Mandi House, New Delhi, Delhi 110001, India",hours=19186706  charge=true  motion=true  blocked=false  distance=118.61999999999534  alarm=parking  totalDistance=134973.53  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:36:40,28.624858,77.240582,0 m,14.0 km/h,"Sikandra Rd, Bhagwan Das Lane, Mandi House, New Delhi, Delhi 110001, India",hours=19195605  charge=true  motion=true  blocked=false  distance=29.14999999999418  alarm=parking  totalDistance=135002.68  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:36:40,28.624858,77.240582,0 m,0.0 km/h,"Sikandra Rd, Bhagwan Das Lane, Mandi House, New Delhi, Delhi 110001, India",hours=19195605  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=135002.68  ignition=false  batteryLevel=100
TRUE,2021-04-22 12:37:26,28.624951,77.240426,0 m,10.0 km/h,"Sikandra Rd, Bhagwan Das Lane, Mandi House, New Delhi, Delhi 110001, India",hours=19195605  charge=true  motion=true  blocked=false  distance=18.420000000012806  alarm=parking  totalDistance=135021.1  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:37:33,28.625367,77.240397,0 m,29.0 km/h,"Bahadur Shah Zafar Marg, Railway Colony, Pragati Maidan, New Delhi, Delhi 110001, India",hours=19202265  charge=true  motion=true  blocked=false  distance=46.39999999999418  alarm=parking  totalDistance=135067.5  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:37:38,28.625693,77.240613,0 m,25.0 km/h,"Sikandra Rd, Bhagwan Das Lane, Mandi House, New Delhi, Delhi 110001, India",hours=19207328  charge=true  motion=true  blocked=false  distance=42.0  alarm=parking  totalDistance=135109.5  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:37:52,28.626527,77.241062,0 m,26.0 km/h,"4, Bahadur Shah Zafar Marg, Nehru Vihar, Vikram Nagar, New Delhi, Delhi 110002, India",hours=19221307  charge=true  motion=true  blocked=false  distance=102.70000000001164  totalDistance=135212.2  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:37:57,28.626920,77.241086,0 m,27.0 km/h,"4, Bahadur Shah Zafar Marg, Nehru Vihar, Vikram Nagar, New Delhi, Delhi 110002, India",hours=19226555  charge=true  motion=true  blocked=false  distance=43.79  alarm=parking  totalDistance=135255.99  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:38:04,28.627339,77.240674,0 m,35.0 km/h,"CPCB Air Pollution Monitoring Station, Balmiki Basti, Vikram Nagar, New Delhi, Delhi 110002, India",hours=19233287  charge=true  motion=true  blocked=false  distance=61.63000000000466  alarm=parking  totalDistance=135317.62  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:38:09,28.627576,77.240286,0 m,29.0 km/h,"Pandit Deen Dayal Upadhyaya Marg, Mata Sundari Railway Colony, Mandi House, New Delhi, Delhi 110002, India",hours=19238704  charge=true  motion=true  blocked=false  distance=46.19000000000233  alarm=parking  totalDistance=135363.81  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:39:56,28.634908,77.227728,0 m,49.0 km/h,"F-604, Pandit Deen Dayal Upadhyaya Marg, Minto Road Complex, Sushant Lok Phase 1, Minto Bridge Colony, Barakhamba, New Delhi, Delhi 110002, India",hours=19346670  charge=true  motion=true  blocked=false  distance=1473.7300000000105  totalDistance=136837.54  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:40:06,28.635638,77.226516,0 m,52.0 km/h,"F-604, Pandit Deen Dayal Upadhyaya Marg, Minto Road Complex, Sushant Lok Phase 1, Minto Bridge Colony, Barakhamba, New Delhi, Delhi 110002, India",hours=19373971  charge=true  motion=true  blocked=false  distance=143.63  alarm=parking  totalDistance=136981.17  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:40:26,28.637109,77.223934,0 m,45.0 km/h,"Pandit Deen Dayal Upadhyaya Marg, Minto Bridge Colony, Barakhamba, New Delhi, Delhi 110001, India",hours=19375593  charge=true  motion=true  blocked=false  distance=300.7599999999802  totalDistance=137281.93  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:40:36,28.637219,77.223003,0 m,23.0 km/h,"Minto Rd, Railway Colony, Barakhamba, New Delhi, Delhi 110001, India",hours=19385334  charge=true  motion=true  blocked=false  distance=91.84  alarm=parking  totalDistance=137373.77  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:40:41,28.636848,77.222716,0 m,39.0 km/h,"Minto Rd, Railway Colony, Barakhamba, New Delhi, Delhi 110001, India",hours=19390316  charge=true  motion=true  blocked=false  distance=49.89000000001397  alarm=parking  totalDistance=137423.66  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:40:56,28.635566,77.221771,0 m,39.0 km/h,"RPF Line Minto Bridge, State Entry Rd, Railway Colony, Paharganj, New Delhi, Delhi 110006, India",hours=19407392  charge=true  motion=true  blocked=false  distance=170.04999999998836  totalDistance=137593.71  ignition=true  batteryLevel=100
